,Symbol,Security Name,common name
4899,VTYX,Ventyx Biosciences ,
4900,VUZI,Vuzix,
4901,VVOS,Vivos Therapeutics ,
4902,VVPR,VivoPower International PLC,
4903,VWE,Vintage Wine Estates ,
4904,VWEWW,Vintage Wine Estates ,
4905,VWOB,Vanguard Emerging Markets Government Bond ,
4906,VXRT,Vaxart ,
4907,VXUS,Vanguard Total International Stock ,
4908,VYGR,Voyager Therapeutics ,
4909,VYMI,Vanguard International High Dividend Yield ,
4910,VYNE,VYNE Therapeutics ,
4911,WABC,Westamerica Ban,
4912,WAFD,Washington Federal ,
4913,WAFDP,Washington Federal ,
4914,WAFU,Wah Fu Education Group ,
4915,WALD,Waldencast plc,
4916,WALDW,Waldencast plc,
4917,WASH,Washington Trust Ban ,
4918,WATT,Energous ,
4919,WAVD,WaveDancer,
4920,WAVE,Eco Wave Power Global AB (publ),
4921,WAVS,Western Acquisition Ventures ,
4922,WAVSU,Western Acquisition Ventures ,
4923,WAVSW,Western Acquisition Ventures ,
4924,WB,Weibo ,
4925,WBA,Walgreens Boots Alliance ,
4926,WBD,Warner Bros. Discovery ,
4927,WBND,Western Asset Total Return ,
4928,WCBR,WisdomTree Cybersecurity Fund,
4929,WCLD,WisdomTree Cloud Computing Fund,
4930,WDAY,Workday ,
4931,WDC,Western Digital ,
4932,WDFC,WD-40 ,
4933,WEN,Wendy's(The),
4934,WERN,Werner Enterprises ,
4935,WEST,Westrock Coffee ,
4936,WESTW,Westrock Coffee ,
4937,WETG,WeTrade Group ,
4938,WEYS,Weyco Group ,
4939,WFCF,Where Food Comes From ,
4940,WFRD,Weatherford International plc,
4941,WGMI,Valkyrie Bitcoin Miners ,
4942,WGRO,WisdomTree U.S. Growth & Momentum Fund,
4943,WGS,GeneDx Holdings ,
4944,WGSWW,GeneDx Holdings ,
4945,WHF,WhiteHorse Finance ,
4946,WHFCL,WhiteHorse Finance ,
4947,WHLM,Wilhelmina International ,
4948,WHLR,Wheeler Real Estate Investment Trust ,
4949,WHLRD,Wheeler Real Estate Investment Trust ,
4950,WHLRL,Wheeler Real Estate Investment Trust ,
4951,WHLRP,Wheeler Real Estate Investment Trust ,
4952,WILC,G. Willi-Food International,
4953,WIMI,WiMi Hologram Cloud ,
4954,WINA,Winmark ,
4955,W,Western Asset Short Duration ome ,
4956,WING,Wingstop ,
4957,WINT,Windtree Therapeutics ,
4958,WINV,WinVest Acquisition ,
4959,WINVR,WinVest Acquisition ,
4960,WINVU,WinVest Acquisition ,
4961,WINVW,WinVest Acquisition ,
4962,WIRE,Encore Wire ,
4963,WISA,WiSA Technologies ,
4964,WISH,ContextLogic ,
4965,WIX,Wix.com ,
4966,WIZ,Merlyn.AI Bull-Rider Bear-Fighter ,
4967,WKEY,WISeKey International Holding ,
4968,WKHS,Workhorse Group ,
4969,WKME,WalkMe ,
4970,WKSP,Worksport ,
4971,WKSPW,Worksport ,
4972,WLDN,Willdan Group ,
4973,WLDS,Wearable Devices ,
4974,WLDSW,Wearable Devices ,
4975,WLFC,Willis Lease Finance ,
4976,WLGS,Wang & Lee Group ,
4977,WMG,Warner Music Group ,
4978,WMPN,William Penn Ban,
4979,WNDY,Global X Wind Energy ,
4980,WNEB,Western New England Ban ,
4981,WNW,Meiwu Technology,
4982,WOOD,iShares Global Timber & Forestry ,
4983,WOOF,Petco Health and Wellness,
4984,WORX,SCWorx ,
4985,WPRT,Westport Fuel Systems ,
4986,WRAP,Wrap Technologies ,
4987,WRLD,World Acceptance ,
4988,WRND,IQ Global Equity R&D Leaders ,
4989,WRNT,Warrantee ,
4990,WSBC,WesBanco ,
4991,WSBCP,WesBanco ,
4992,WSBF,Waterstone Financial ,
4993,WSC,WillScot Mobile Mini Holdings ,
4994,WSFS,WSFS Financial ,
4995,WTBA,West Ban,
4996,WTER,The Alkaline Water,
4997,WTFC,Wintrust Financial ,
4998,WTFCM,Wintrust Financial ,
4999,WTFCP,Wintrust Financial ,
5000,WTMA,Welsbach Technology Metals Acquisition ,
5001,WTMAR,Welsbach Technology Metals Acquisition ,
5002,WTMAU,Welsbach Technology Metals Acquisition ,
5003,WTO,UTime ,
5004,WTW,Willis Towers Watson Public,
5005,WULF,TeraWulf ,
5006,WVE,Wave Life Sciences ,
5007,WVVI,Willamette Valley Vineyards ,
5008,WVVIP,Willamette Valley Vineyards ,
5009,WW,WW International,
5010,WWAC,Worldwide Webb Acquisition ,
5011,WWACU,Worldwide Webb Acquisition ,
5012,WWACW,Worldwide Webb Acquisition ,
5013,WWD,Woodward ,
5014,WYNN,Wynn Resorts ,
5015,XAIR,Beyond Air ,
5016,XBIL,US Treasury 6 Month Bill ,
5017,XBIO,Xenetic Biosciences ,
5018,XBIOW,Xenetic Biosciences ,
5019,XBIT,XBiotech ,
5020,XCUR,Exicure ,
5021,XDNA,Kelly CRISPR & Gene Editing Technology ,
5022,XEL,Xcel Energy ,
5023,XELA,Exela Technologies ,
5024,XELAP,Exela Technologies ,
5025,XELB,Xcel Brands ,
5026,XENE,Xenon Pharmaceuticals ,
5027,XERS,Xeris Biopharma Holdings ,
5028,XFIN,ExcelFin Acquisition ,
5029,XFINU,ExcelFin Acquisition ,
5030,XFINW,ExcelFin Acquisition ,
5031,XFIX,F/m Opportunistic ome ,
5032,XFOR,X4 Pharmaceuticals ,
5033,XGN,Exagen ,
5034,XLO,Xilio Therapeutics ,
5035,XMTR,Xometry ,
5036,XNCR,Xencor ,
5037,XNET,Xunlei ,
5038,XOMA,XOMA ,
5039,XOMAO,XOMA ,
5040,XOMAP,XOMA ,
5041,XOS,Xos ,
5042,XOSWW,Xos ,
5043,XP,XP ,
5044,XPDB,Power & Digital Infrastructure Acquisition ,
5045,XPDBU,Power & Digital Infrastructure Acquisition ,
5046,XPDBW,Power & Digital Infrastructure Acquisition ,
5047,XPEL,XPEL ,
5048,XPON,Expion360 ,
5049,XRAY,DENTSPLY SIRONA ,
5050,XRTX,XORTX Therapeutics ,
5051,XRX,Xerox Holdings ,
5052,XT,iShares Exponential Technologies ,
5053,XTLB,XTL Biopharmaceuticals ,
5054,XWEL,XWELL ,
5055,XXII,22nd Century Group ,
5056,YGF,YanGuFang International Group,
5057,YGMZ,MingZhu Logistics Holdings ,
5058,YI,111 ,
5059,YJ,Yunji ,
5060,YLDE,ClearBridge Dividend Strategy ESG ,
5061,YMAB,Y-mAbs Therapeutics ,
5062,YNDX,Yandex N.V.,
5063,YORW,The York Water ,
5064,YOSH,Yoshiharu Global ,
5065,YOTA,Yotta Acquisition ,
5066,YOTAR,Yotta Acquisition ,
5067,YOTAU,Yotta Acquisition ,
5068,YOTAW,Yotta Acquisition ,
5069,YQ,17 Education & Technology Group ,
5070,YS,YS Biopharma,
5071,YSBPW,YS Biopharma,
5072,YTEN,Yield10 Bioscience,
5073,YTRA,Yatra Online ,
5074,YY,JOYY ,
5075,Z,Zillow Group ,
5076,ZAPP,Zapp Electric Vehicles Group ,
5077,ZAPPW,Zapp Electric Vehicles Group ,
5078,ZAZZT,Tick Pilot Test Stock Class A Common Stock,
5079,ZBRA,Zebra Technologies ,
5080,ZBZZT,Test Pilot Test Stock Class B Common Stock,
5081,ZCMD,Zhongchao ,
5082,ZCZZT,Tick Pilot Test Stock Class C,
5083,ZD,Ziff Davis ,
5084,ZENV,Zenvia ,
5085,ZEUS,Olympic Steel ,
5086,ZFOX,ZeroFox Holdings ,
5087,ZFOXW,ZeroFox Holdings ,
5088,ZG,Zillow Group ,
5089,ZI,ZoomInfo Technologies ,
5090,ZIMV,ZimVie ,
5091,ZION,Zions Ban N.A.,
5092,ZIONL,Zions Ban N.A.,
5093,ZIONO,Zions Ban N.A.,
5094,ZIONP,Zions Ban N.A.,
5095,ZIVO,Zivo Bioscience ,
5096,ZIVOW,Zivo Bioscience ,
5097,ZJYL,JIN MEDICAL INTERNATIONAL ,
5098,ZJZZT,NASDAQ TEST STOCK,
5099,ZKIN,ZK International Group,
5100,ZLAB,Zai Lab ,
5101,ZLS,Zalatoris Acquisition ,
5102,ZLSWU,Zalatoris Acquisition ,
5103,ZLSWW,Zalatoris Acquisition ,
5104,ZM,Zoom Video Communications ,
5105,ZNTL,Zentalis Pharmaceuticals ,
5106,ZS,Zscaler ,
5107,ZTEK,Zentek ,
5108,ZUMZ,Zumiez ,
5109,ZURA,Zura Bio ,
5110,ZURAW,Zura Bio ,
5111,ZVRA,Zevra Therapeutics,
5112,ZVSA,ZyVersa Therapeutics ,
5113,ZVZZC,NASDAQ TEST STOCK Nextshares Test Security,
5114,ZVZZT,NASDAQ TEST STOCK,
5115,ZWZZT,NASDAQ TEST STOCK,
5116,ZXYZ.A,Nasdaq Symbology Test Common Stock,
5117,ZXZZT,NASDAQ TEST STOCK,
5118,ZYME,Zymeworks ,
5119,ZYNE,Zynerba Pharmaceuticals ,
5120,ZYXI,Zynex ,
