,key,value
4403,SVIIW,"{'Spring Valley', 'Spring Valley Acquisition'}"
4404,SVRA,"{'Savara', 'Savara '}"
4405,SVRE,"{'SaverOne 2014 ', 'SaverOne'}"
4406,SVREW,"{'SaverOne 2014 ', 'SaverOne'}"
4407,SVVC,"{'Firsthand Technology Value Fund ', 'Firsthand'}"
4408,SWAG,"{'Common name: Stran', 'Stran &'}"
4409,SWAGW,"{'Stran', 'Stran &'}"
4410,SWAV,"{'ShockWave Medical ', 'ShockWave'}"
4411,SWBI,"{'Smith & Wesson Brands ', 'S&W'}"
4412,SWIM,"{'Latham', 'Latham Group '}"
4413,SWIN,"{'Solowin Holdings', 'Solowin'}"
4414,SWKH,"{'SWK', 'SWK Holdings '}"
4415,SWKS,"{'Skyworks Solutions ', 'Skyworks'}"
4416,SWSS,"{'Clean Energy', 'Clean Energy Special Situations'}"
4417,SWSSU,"{'Clean Energy', 'Clean Energy Special Situations'}"
4418,SWSSW,"{'Clean Energy', 'Clean Energy Special Situations'}"
4419,SWTX,"{'SpringWorks Therapeutics ', 'SpringWorks'}"
4420,SWVL,"{'Swvl Holdings ', 'Swvl'}"
4421,SWVLW,"{'Swvl Holdings ', 'Swvl'}"
4422,SXTC,"{'China SXT Pharmaceuticals ', 'SXT Pharmaceuticals'}"
4423,SXTP,"{'60 Degrees Pharmaceuticals ', '60 Degrees'}"
4424,SXTPW,"{'60 Degrees Pharmaceuticals', '60 Degrees Pharmaceuticals '}"
4425,SY,"{'So-Young', 'So-Young International '}"
4426,SYBT,"{'Stock Yards Ban ', 'Stock Yards'}"
4427,SYBX,"{'Synlogic ', 'Synlogic'}"
4428,SYM,"{'Symantec', 'Symbotic '}"
4429,SYNA,"{'Synaptics ', 'Touchpad'}"
4430,SYNH,"{'Syneos Health ', 'Syneos'}"
4431,SYPR,"{'Sypris', 'Sypris Solutions '}"
4432,SYRS,"{'Syros', 'Syros Pharmaceuticals '}"
4433,SYT,"{'SYLA', 'SYLA Technologies'}"
4434,SYTA,"{'Siyata Mobile', 'Siyata Mobile '}"
4435,SYTAW,"{'Siyata Mobile', 'Siyata Mobile '}"
4436,SZZL,"{'Sizzle Acquisition ', 'Sizzle'}"
4437,SZZLU,"{'Sizzle Acquisition ', 'Sizzle'}"
4438,SZZLW,"{'Sizzle Acquisition ', 'Sizzle'}"
4439,TACT,"{'TransAct Technologies ', 'TransAct'}"
4440,TAIT,"{'Taitron Components ', 'Taitron'}"
4441,TALK,"{'Talkspace ', 'Talkspace'}"
4442,TALKW,"{'Talkspace ', 'Talkspace'}"
4443,TALS,"{'Talaris', 'Talaris Therapeutics '}"
4444,TANH,"{'Tantech Holdings ', 'Tantech'}"
4445,TAOP,"{'TPG', 'Taoping '}"
4446,TARA,{'Protara Therapeutics'}
4447,TARK,"{'AXS', 'AXS 2X Innovation '}"
4448,TARS,"{'Tarsus', 'Tarsus Pharmaceuticals '}"
4449,TASK,"{'TaskUs ', 'TaskUs'}"
4450,TAST,"{'Carrols', 'Carrols Restaurant Group '}"
4451,TATT,"{'TAT', 'TAT Technologies '}"
4452,TAYD,"{'Taylor Devices ', 'Taylor Devices'}"
4453,TBBK,"{'The Ban', 'The Ban '}"
4454,TBCP,"{'Thunder Bridge', 'Thunder Bridge Capital Partners '}"
4455,TBCPU,"{'Thunder Bridge', 'Thunder Bridge Capital Partners '}"
4456,TBCPW,"{'Thunder Bridge', 'Thunder Bridge Capital Partners '}"
4457,TBIL,"{'Treasury', 'US Treasury 3 Month Bill '}"
4458,TBIO,"{'Telesis Bio ', 'Telesis Bio'}"
4459,TBLA,"{'Taboola', 'Taboola.com '}"
4460,TBLAW,"{'Taboola', 'Taboola.com '}"
4461,TBLD,"{'Thornburg Home Builders', 'Thornburg ome Builder Opportunities Trust'}"
4462,TBLT,"{'ToughBuilt', 'ToughBuilt Industries '}"
4463,TBLTW,"{'ToughBuilt', 'ToughBuilt Industries '}"
4464,TBMC,{'Trailblazer Merger'}
4465,TBMCR,{'Trailblazer Merger'}
4466,TBNK,"{'Bank', 'Territorial Ban '}"
4467,TBPH,"{""Sorry, but I can't generate a response without any context or information about the company you're referring to. Can you please"", 'Theravance Biopharma '}"
4468,TC,"{'TuanChe ', 'AutoTrader'}"
4469,TCBC,"{'TC Bancshares', 'TC Bancshares '}"
4470,TCBI,"{'Texas Capital', 'Texas Capital Bancshares '}"
4471,TCBIO,{'Texas Capital Bancshares '}
4472,TCBK,"{'TriCo', 'TriCo Bancshares'}"
4473,TCBP,"{'TC BioPharm', 'TC BioPharm (Holdings) plc'}"
4474,TCBPW,"{'TC BioPharm', 'TC BioPharm (Holdings) plc'}"
4475,TCBS,"{'Texas Community Bancshares ', 'Texas Community'}"
4476,TCBX,"{'Third Coast Bancshares ', 'Third Coast Bancshares'}"
4477,TCHI,"{'iShares China Tech', 'iShares MSCI China Multisector Tech '}"
4478,TCJH,"{'Top KingWin', 'Top KingWin '}"
4479,TCMD,"{'Tactile Systems Technology ', 'Tactile Systems'}"
4480,TCOM,"{'Trip.com', 'Trip.com Group '}"
4481,TCON,"{'TRACON Pharmaceuticals', 'TRACON Pharmaceuticals '}"
4482,TCPC,"{'BlackRock TCP', 'BlackRock TCP Capital '}"
4483,TCRT,"{'Alaunos', 'Alaunos Therapeutics '}"
4484,TCRX,"{'TScan Therapeutics ', 'TScan'}"
4485,TCX,"{'Tucows', 'Tucows '}"
4486,TDIV,"{'First Trust NASDAQ Technology Dividend Index Fund', 'First Trust'}"
4487,TDSA,"{'Target', 'Cabana Target Drawdown 5 '}"
4488,TDSB,"{'Cabana', 'Cabana Target Drawdown 7 '}"
4489,TDSC,"{'Cabana', 'Cabana Target Drawdown 10 '}"
4490,TDSD,"{'Cabana', 'Cabana Target Drawdown 13 '}"
4491,TDSE,"{'Cabana Target Drawdown 16 ', 'Cabana'}"
4492,TDUP,"{'ThredUp ', 'ThredUp'}"
4493,TEAM,{'Atlassian'}
4494,TECH,"{'Bio-Techne', 'Bio-Techne '}"
4495,TECTP,"{'Tectonic Financial', 'Tectonic Financial '}"
4496,TEDU,"{'Tarena', 'Tarena International '}"
4497,TELA,"{'TELA Bio ', 'TELA'}"
4498,TENB,"{'Tenable Holdings ', 'Tenable'}"
4499,TENK,"{'TENK', 'TenX Keane Acquisition'}"
4500,TENKR,"{'TenX', 'TenX Keane Acquisition'}"
4501,TENKU,"{'TenX', 'TenX Keane Acquisition'}"
4502,TENX,"{'Tenax Therapeutics ', 'Tenax Therapeutics'}"
4503,TER,"{'Teradyne', 'Teradyne '}"
4504,TERN,"{'Terns Pharmaceuticals', 'Terns Pharmaceuticals '}"
4505,TETE,"{'TechTel', 'Technology & Telecommunication Acquisition '}"
4506,TETEU,"{'TechTel', 'Technology & Telecommunication Acquisition '}"
4507,TETEW,"{'TechComm', 'Technology & Telecommunication Acquisition '}"
4508,TFFP,"{'TFF Pharmaceuticals ', 'TFF Pharmaceuticals'}"
4509,TFIN,"{'Triumph', 'Triumph Financial '}"
4510,TFINP,"{'Triumph', 'Triumph Financial '}"
4511,TFSL,"{'Tesla', 'TFS Financial '}"
4512,TGAA,"{'Target Global Acquisition I ', 'Target Global'}"
4513,TGAAU,"{'Target Global Acquisition I ', 'Target Global'}"
4514,TGAAW,"{'Target Global Acquisition I ', 'Target Global'}"
4515,TGAN,"{'Transphorm ', 'Transphorm'}"
4516,TGL,"{'Treasure Global ', 'Treasure'}"
4517,TGTX,"{'TG Therapeutics ', 'TG Therapeutics'}"
4518,TGVC,"{'TG Venture Acquisition', 'TG Venture Acquisition '}"
4519,TGVCU,"{'TG Venture Acquisition', 'TG Venture Acquisition '}"
4520,TGVCW,"{'TG Venture Acquisition', 'TG Venture Acquisition '}"
4521,TH,"{'Target', 'Target Hospitality '}"
4522,THCH,"{'THT', 'TH International '}"
4523,THCP,"{'Thunder Bridge', 'Thunder Bridge Capital Partners IV '}"
4524,THCPU,"{'Thunder Bridge', 'Thunder Bridge Capital Partners IV '}"
4525,THCPW,"{'Thunder Bridge', 'Thunder Bridge Capital Partners IV '}"
4526,THFF,"{'First Financialndiana', 'First Financial'}"
4527,THMO,"{'ThermoGenesis', 'ThermoGenesis Holdings '}"
4528,THRD,"{'Third Harmonic Bio ', 'Third Harmonic Bio'}"
4529,THRM,"{'Gentherm ', 'Gentherm'}"
4530,THRN,"{'Thorne Healthtech ', 'Thorne'}"
4531,THRX,"{'Theseus Pharmaceuticals ', 'Theseus'}"
4532,THRY,"{'Thryv', 'Thryv Holdings '}"
4533,THTX,"{'Theratechnologies', 'Theratechnologies '}"
4534,THWWW,"{'Target', 'Target Hospitality '}"
4535,TIGO,"{'Millicom International Cellular S.A.', 'Tigo'}"
4536,TIGR,"{'Tiger Brokers', 'UP Fintech Holding '}"
4537,TIL,"{'Instil Bio ', 'Instil Bio'}"
4538,TILE,"{'Company', 'Interface '}"
4539,TIO,"{'Tingo Group ', 'Tingo'}"
4540,TIPT,"{'J.T.', 'Tiptree '}"
4541,TIRX,"{'TIAN RUIXIANG Holdings ', 'TRX Holdings'}"
4542,TITN,"{'Titan Machinery', 'Titan Machinery '}"
4543,TIVC,"{'Tivic Health Systems ', 'Tivic'}"
4544,TKLF,{'Yoshitsu'}
4545,TKNO,"{'Teknova', 'Alpha Teknova '}"
4546,TLF,"{'Tandy Leather', 'Tandy Leather Factory '}"
4547,TLGY,"{'TLGY Acquisition ', 'TLGY Acquisition'}"
4548,TLGYU,"{'TLGY Acquisition ', 'TLGY Acquisition'}"
4549,TLGYW,"{'TLGY Acquisition ', 'TLGY Acquisition'}"
4550,TLIS,"{'Talis Biomedical ', 'Talis'}"
4551,TLRY,"{'Tilray Brands ', 'Tilray'}"
4552,TLS,"{'Telos', 'Telos '}"
4553,TLSA,"{'Tiziana Life Sciences ', 'Tiziana'}"
4554,TLSI,"{'TriSalus Life Sciences ', 'TriSalus'}"
4555,TLSIW,"{'TriSalus Life Sciences ', 'TriSalus'}"
4556,TLT,"{'iShares', 'iShares 20+ Year Treasury Bond '}"
4557,TMC,"{'Tata Motors', 'TMC the metals'}"
4558,TMCI,"{'Treace', 'Treace Medical Concepts '}"
4559,TMCWW,"{'TMC', 'TMC the metals'}"
4560,TMDX,"{'TransMedics Group ', 'TransMedics'}"
4561,TMPO,"{'Tempo Automation Holdings ', 'Tempo Automation'}"
4562,TMPOW,"{'Tempo Automation Holdings ', 'Tempo Automation'}"
4563,TMTC,"{'TMT Acquisition', 'TMT Acquisition '}"
4564,TMTCR,"{'TMT Acquisition', 'TMT Acquisition '}"
4565,TMTCU,"{'TMT Acquisition', 'TMT Acquisition '}"
4566,TMUS,"{'T-Mobile', 'T-Mobile US '}"
4567,TNDM,"{'Tandem Diabetes Care ', 'Tandem'}"
4568,TNGX,"{'Tango Therapeutics ', 'Tango'}"
4569,TNON,"{'Tenon Medical', 'Tenon Medical '}"
4570,TNONW,"{'Tenon Medical', 'Tenon Medical '}"
4571,TNXP,"{'Tonix Pharmaceuticals', 'Tonix Pharmaceuticals Holding '}"
4572,TNYA,"{'Tenaya Therapeutics ', 'Tenaya'}"
4573,TOI,"{'The Oncology Institute ', 'Oncology Institute'}"
4574,TOIIW,"{'The Oncology Institute ', 'Oncology Institute'}"
4575,TOMZ,"{'TOMI', 'TOMI Environmental Solutions '}"
4576,TOP,"{'TOP Financial Group ', 'TOP Financial'}"
4577,TOPS,"{'TOP Ships', 'TOP Ships '}"
4578,TORO,"{'Toro ', 'Toro'}"
4579,TOUR,"{'Tuniu', 'Tuniu '}"
4580,TOWN,{'Towne Bank'}
4581,TPCS,"{'TechPrecision ', 'TechPrecision'}"
4582,TPG,"{'TPG ', 'TPG'}"
4583,TPIC,"{'TPI Composites ', 'TPI'}"
4584,TPST,"{'Tempest', 'Tempest Therapeutics '}"
4585,TQQQ,"{'ProShares', 'ProShares UltraPro QQQ'}"
4586,TRDA,"{'Entrada Therapeutics ', 'Entrada'}"
4587,TREE,"{'LendingTree', 'LendingTree '}"
4588,TRHC,"{'TRHC', 'Tabula Rasa HealthCare '}"
4589,TRIB,"{'Trinity Biotech', 'Trinity Biotech plc'}"
4590,TRIN,"{'Trinity', 'Trinity Capital '}"
4591,TRINL,"{'Trinity', 'Trinity Capital '}"
4592,TRIP,"{'TripAdvisor', 'TripAdvisor '}"
4593,TRKA,"{'Troika Media Group ', 'Troika'}"
4594,TRKAW,"{'Troika Media Group ', 'Troika Media'}"
4595,TRMB,"{'Trimble', 'Trimble '}"
4596,TRMD,"{'TORM', 'TORM plc'}"
4597,TRMK,"{'Trustmark ', 'Trustmark'}"
4598,TRMR,"{'Tremor International ', 'Tremor'}"
4599,TRNR,"{'StrengthCo', 'Interactive Strength '}"
4600,TRNS,"{'Transcat', 'Transcat '}"
4601,TRON,"{'Corner Growth', 'Corner Growth Acquisition2'}"
4602,TRONU,"{'Corner Growth', 'Corner Growth Acquisition2'}"
4603,TRONW,"{'Corner Growth', 'Corner Growth Acquisition2'}"
4604,TROO,"{'TROOPS', 'True Corporation'}"
4605,TROW,"{'T. Rowe Price Group ', 'T. Rowe Price'}"
4606,TRS,"{'TriMas ', 'TriMas'}"
4607,TRST,"{'TrustCo', 'TrustCo BankNY'}"
4608,TRUE,"{'TrueCar ', 'TrueCar'}"
4609,TRUP,"{'Trupanion ', 'Pet Insurance'}"
4610,TRVG,"{'trivago', 'trivago N.V.'}"
4611,TRVI,"{'Trevi Therapeutics ', 'Trevi'}"
4612,TRVN,"{'Trevena ', 'Trevena'}"
4613,TSAT,"{'Telesat', 'Telesat '}"
4614,TSBK,"{'Timberland', 'Timberland Ban '}"
4615,TSBX,"{'Turnstone Biologics ', 'Turnstone'}"
4616,TSCO,"{'Tractor Supply ', 'Tractor Supply'}"
4617,TSDD,"{'GraniteShares 1.5x Short TSLA Daily ', 'GraniteShares'}"
4618,TSEM,"{'Tower Semi', 'Tower Semiconductor '}"
4619,TSHA,"{'Taysha', 'Taysha Gene Therapies '}"
4620,TSL,"{'GraniteShares', 'GraniteShares 1.25x Long TSLA Daily '}"
4621,TSLA,{'Tesla'}
4622,TSLL,"{'Direxion Daily TSLA Bull 1.5X Shares', 'Direxion'}"
4623,TSLQ,"{'Tesla', 'AXS TSLA Bear Daily '}"
4624,TSLR,"{'GraniteShares 1.75x Long TSLA Daily ', 'GraniteShares'}"
4625,TSLS,"{'Direxion Daily TSLA Bear 1X Shares', 'Direxion'}"
4626,TSP,"{'TuSimple', 'TuSimple Holdings '}"
4627,TSRI,"{'Scripps', 'TSR '}"
4628,TSVT,"{'TSVT', '2seventy bio '}"
4629,TTD,"{'The Trade Desk ', 'The Trade Desk'}"
4630,TTEC,"{'TTEC Holdings ', 'TTEC'}"
4631,TTEK,"{'Tetra Tech', 'Tetra Tech '}"
4632,TTGT,"{'TechTarget', 'TechTarget '}"
4633,TTMI,"{'TTM Technologies ', 'TTM'}"
4634,TTNP,"{'Titan Pharmaceuticals ', 'Titan'}"
4635,TTOO,"{'T2 Biosystems', 'T2 Biosystems '}"
4636,TTSH,"{'Tile Shop', 'Tile Shop Holdings '}"
4637,TTWO,"{'Take-Two Interactive Software ', 'Take-Two'}"
4638,TUG,"{'STF Tactical', 'STF Tactical Growth '}"
4639,TUGN,"{'STF Tactical Growth & ome ', 'STF Tactical'}"
4640,TUR,"{'iShares MSCI Turkey ', 'iShares Turkey'}"
4641,TURN,"{'180 Degree Capital', '180 Degree Capital '}"
4642,TUSK,"{'Mammoth Energy Services ', 'Mammoth Energy'}"
4643,TVTX,"{'Travere Therapeutics ', 'Travere'}"
4644,TW,"{'Tradeweb', 'Tradeweb Markets '}"
4645,TWEB,"{'SoFi', 'SoFi Web 3 '}"
4646,TWIN,"{'Twin Disc ', 'Twin Disc'}"
4647,TWKS,"{'Thoughtworks Holding ', 'Thoughtworks'}"
4648,TWLV,"{'12Seas', 'Twelve Seas Investment'}"
4649,TWLVU,"{'12 Seas Investment', 'Twelve Seas Investment'}"
4650,TWLVW,"{'Twelve Seas', 'Twelve Seas Investment'}"
4651,TWNK,"{'Hostess', 'Hostess Brands '}"
4652,TWOU,"{'2U ', '2U'}"
4653,TWST,"{'Twist', 'Twist Bioscience '}"
4654,TXG,"{'10x Genomics ', '10x Genomics'}"
4655,TXMD,"{'TherapeuticsMD ', 'TherapeuticsMD'}"
4656,TXN,"{'TI', 'Texas Instruments '}"
4657,TXRH,"{'Texas Roadhouse ', 'Texas Roadhouse'}"
4658,TYGO,"{'Tigo', 'Tigo Energy '}"
4659,TYRA,"{'Tyra', 'Tyra Biosciences '}"
4660,TZOO,{'Travelzoo'}
4661,UAE,"{'iShares UAE', 'iShares MSCI UAE '}"
4662,UAL,"{'United', 'United Airlines Holdings '}"
4663,UBCP,"{'United', 'United Ban '}"
4664,UBFO,"{'United Security', 'United Security Bancshares'}"
4665,UBND,"{'VictoryShares Core Plus Intermediate Bond ', 'VictoryShares'}"
4666,UBSI,"{'United Bankshares ', 'United Bankshares'}"
4667,UBX,"{'Unity Biotechnology ', 'Unity'}"
4668,UCAR,"{'U Power ', 'U Power'}"
4669,UCBI,"{'United Community Banks ', 'UCBI'}"
4670,UCBIO,"{'United Community Banks ', 'UCBI'}"
4671,UCL,"{'uCloudlink Group ', 'uCloudlink'}"
4672,UCRD,"{'VictoryShares orate Bond ', 'VictoryShares'}"
4673,UCTT,"{'Ultra Clean', 'Ultra Clean Holdings '}"
4674,UCYB,"{'ProShares Ultra Nasdaq Cybersecurity', 'ProShares'}"
4675,UDMY,"{'Udemy ', 'Udemy'}"
4676,UEIC,"{'Universal Electronics ', 'Universal Electronics'}"
4677,UEVM,"{'VictoryShares Emerging Markets Value Momentum ', 'VictoryShares'}"
4678,UFCS,"{'United Fire Group ', 'UFG'}"
4679,UFIV,"{'Treasury', 'US Treasury 5 Year Note '}"
4680,UFO,"{'Space Procure', 'Procure Space '}"
4681,UFPI,"{'UFP Industries ', 'UFP'}"
4682,UFPT,"{'UFP Technologies ', 'UFP Tech'}"
4683,UG,"{'UG', 'United-Guardian '}"
4684,UGRO,"{'Urban-gro', 'urban-gro '}"
4685,UHG,"{'United Homes Group ', 'UHG'}"
4686,UHGWW,"{'United Homes Group ', 'United Homes'}"
4687,UITB,"{'VictoryShares', 'VictoryShares Core Intermediate Bond '}"
4688,UIVM,"{'VictoryShares International Value Momentum ', 'VictoryShares'}"
4689,UK,"{'Ucommune', 'Ucommune International'}"
4690,UKOMW,"{'Ucommune', 'Ucommune International'}"
4691,ULBI,"{'Battery', 'Ultralife '}"
4692,ULCC,"{'Frontier Group Holdings ', 'Frontier Group'}"
4693,ULH,"{'Universal Logistics Holdings ', 'Universal Logistics'}"
4694,ULTA,"{'Ulta Beauty ', 'Ulta'}"
4695,ULVM,"{'VictoryShares US Value Momentum ', 'VictoryShares'}"
4696,UMBF,"{'UMB', 'UMB Financial '}"
4697,UMMA,"{'Wahed Dow Jones Islamic World ', 'UMMA'}"
4698,UNB,"{'Union Bankshares ', 'Union Bank'}"
4699,UNCY,"{'Unicycive Therapeutics ', 'Unicycive'}"
4700,UNIT,"{'Uniti', 'Uniti Group '}"
4701,UNIY,"{'WisdomTree Voya Yield Enhanced USD Universal Bond Fund', 'WisdomTree'}"
4702,UNTY,"{'Unity', 'Unity Ban '}"
4703,UONE,{'Urban One'}
4704,UONEK,"{'Radio One', 'Urban One'}"
4705,UPBD,"{'Upbound Group ', 'Upbound'}"
4706,UPC,"{'Universe Pharmaceuticals ', 'UniPharm'}"
4707,UPGR,"{'Xtrackers', 'Xtrackers US Green Infrastructure Select Equity '}"
4708,UPLD,"{'Upland Software ', 'Upland'}"
4709,UPST,"{'Upstart Holdings ', 'Upstart'}"
4710,UPTD,"{'TradeUP Acquisition ', 'TradeUP'}"
4711,UPTDU,"{'TradeUP Acquisition ', 'TradeUP'}"
4712,UPTDW,"{'TradeUP Acquisition ', 'TradeUP'}"
4713,UPWD,"{'JPMorgan Social Advancement ', 'JPMorgan'}"
4714,UPWK,"{'Upwork ', 'Freelance platform'}"
4715,UPXI,"{'Unknown', 'Upexi '}"
4716,URBN,"{'Urban Outfitters ', 'Urban Outfitters'}"
4717,URGN,"{'UroGen', 'UroGen Pharma '}"
4718,URNJ,"{'Sprott Junior Uranium Miners', 'Sprott Junior Uranium Miners '}"
4719,UROY,"{'Uranium Royalty ', 'Uranium Royalty'}"
4720,USAP,"{'Universal Stainless & Alloy Products ', 'Universal Stainless'}"
4721,USAU,"{'U.S. Gold ', 'US Gold'}"
4722,USBF,"{'iShares USD Bond Factor ', 'iShares'}"
4723,USCB,{'USCB Financial Holdings'}
4724,USCL,"{'iShares', 'iShares Climate Conscious & Transition MSCI USA '}"
4725,USCT,"{'TKB Critical Technologies', 'TKB Critical Technologies 1'}"
4726,USCTU,"{'TKB', 'TKB Critical Technologies 1'}"
4727,USCTW,"{'TKB', 'TKB Critical Technologies 1'}"
4728,USEA,"{'UMC', 'United Maritime '}"
4729,USEG,"{'U.S. Energy ', 'US Energy'}"
4730,USFI,{'BrandywineGLOBAL'}
4731,USGO,"{'U.S. GoldMining ', 'USGM'}"
4732,USGOW,"{'U.S. GoldMining ', 'USGM'}"
4733,USIG,"{'iShares', 'iShares Broad USD Investment Grade orate Bond '}"
4734,USIO,"{'USIO', 'Usio '}"
4735,USLM,"{'United States Lime & Minerals ', 'US Lime'}"
4736,USMC,"{'Pripal U.S. Mega-Cap ', 'Pripal'}"
4737,USOI,"{'Credit Suisse', 'Credit Suisse X-Links Crude Oil Shares Covered Call ETN'}"
4738,USTB,"{'VictoryShares', 'VictoryShares Short-Term Bond '}"
4739,USVM,"{'VictoryShares US Small Mid Cap Value Momentum ', 'VictoryShares'}"
4740,USVN,"{'US Treasury 7 Year Note ', 'US Treasury'}"
4741,USXF,"{'iShares', 'iShares ESG Advanced MSCI USA '}"
4742,UTAA,"{'UTA', 'UTA Acquisition '}"
4743,UTAAU,"{'UTA', 'UTA Acquisition '}"
4744,UTEN,"{'US Treasury 10 Year Note ', 'Treasury'}"
4745,UTHR,"{'United Therapeutics ', 'United Therapeutics'}"
4746,UTHY,"{'Treasury', 'US Treasury 30 Year Bond '}"
4747,UTMD,"{'Utah Med', 'Utah Medical Products '}"
4748,UTRE,"{'US Treasury', 'US Treasury 3 Year Note '}"
4749,UTRS,"{'Minerva Surgical ', 'Minerva Surgical'}"
4750,UTSI,"{'UTStarcom', 'UTStarcom Holdings '}"
4751,UTWO,"{'Treasury', 'US Treasury 2 Year Note '}"
4752,UTWY,"{'Treasury', 'US Treasury 20 Year Bond '}"
4753,UVSP,"{'Univest Financial ', 'Univest'}"
4754,UXIN,"{'Uxin ', 'Uxin'}"
4755,VABK,"{'Virginia National Bankshares ', ""Sorry, but I can't generate a response based on the given text.""}"
4756,VACC,"{'Oxford-AstraZeneca', 'Vaccitech plc'}"
4757,VALN,"{'Valneva', 'Valneva SE'}"
4758,VALU,"{'Value Line ', 'Value Line'}"
4759,VANI,"{'Vivani Medical', 'Vivani'}"
4760,VAQC,"{'Vector', 'Vector Acquisition'}"
4761,VAXX,"{'Vaxxinity', 'Vaxxinity '}"
4762,VBFC,"{'Village Bank', 'Village Bank and Trust Financial '}"
4763,VBIV,"{'VBI Vaccines', 'VBI Vaccines '}"
4764,VBLT,"{'Vascular Biogenics ', 'VBL Therapeutics'}"
4765,VBNK,{'VersaBank'}
4766,VBTX,"{'Veritex Holdings ', 'Veritex'}"
4767,VC,"{'Visteon ', 'Visteon'}"
4768,VCEL,"{'Vericel', 'Vericel '}"
4769,VCIG,"{'VCI Global ', 'VCI'}"
4770,VCIT,"{'Vanguard', 'Vanguard Intermediate-Term orate Bond '}"
4771,VCLT,"{'Vanguard', 'Vanguard Long-Term orate Bond '}"
4772,VCNX,"{'Vaccinex ', 'Vaccinex'}"
4773,VCSA,"{'Vacasa', 'Vacasa '}"
4774,VCSH,"{'Vanguard', 'Vanguard Short-Term orate Bond '}"
4775,VCTR,"{'Victory Capital Holdings ', 'Victory Capital'}"
4776,VCXA,"{'10X Capital', '10X Capital Venture Acquisition'}"
4777,VCXAU,"{'10X Capital', '10X Capital Venture Acquisition'}"
4778,VCXAW,{'10X Capital Venture Acquisition'}
4779,VCYT,"{'Veracyte', 'Veracyte '}"
4780,VECO,"{'Veeco', 'Veeco Instruments '}"
4781,VEDU,"{'Visionary Education Technology Holdings Group ', 'Visionary EdTech'}"
4782,VEEE,"{'Twin Vee PowerCats ', 'Twin Vee'}"
4783,VEON,"{'VEON ', 'VEON'}"
4784,VERA,"{'Vera Therapeutics ', 'Vera'}"
4785,VERB,"{'Verb Technology', 'Verb'}"
4786,VERBW,"{'Verb Technology', 'Verb'}"
4787,VERI,"{'Veritone ', 'Veritone'}"
4788,VERO,"{'Venus', 'Venus Concept'}"
4789,VERU,"{""Company's Common Name: Veru"", 'Veru '}"
4790,VERV,"{'Verve Therapeutics ', 'Verve'}"
4791,VERX,"{'Vertex ', 'Vertex'}"
4792,VERY,"{'Vericity ', 'Vericity'}"
4793,VEV,"{'Vicinity Motor ', 'Vicinity Motor'}"
4794,VFF,"{'Village Farms International ', 'Village Farms'}"
4795,VFLO,"{'VictoryShares Free Cash Flow ', 'VictoryShares'}"
4796,VFS,"{'VinFast', 'VinFast Auto '}"
4797,VFSWW,"{'VinFast', 'VinFast Auto '}"
4798,VGAS,"{'Verde Clean Fuels ', 'Verde Clean'}"
4799,VGASW,"{'Verde Clean Fuels ', 'Verde Clean'}"
4800,VGIT,"{'Vanguard', 'Vanguard Intermediate-Term Treasury '}"
4801,VGLT,"{'Vanguard', 'Vanguard Long-Term Treasury '}"
4802,VGSH,"{'Vanguard', 'Vanguard Short-Term Treasury '}"
4803,VHNA,"{'Vahanna Tech Edge Acquisition I ', 'Vahanna'}"
4804,VHNAU,"{'Vahanna Tech Edge Acquisition I ', 'Vahanna Tech Edge'}"
4805,VHNAW,"{'Vahanna Tech Edge Acquisition I ', 'Vahanna'}"
4806,VIA,"{'Via Renewables ', 'Renewvia'}"
4807,VIASP,"{'Via Renewables ', 'Renewables'}"
4808,VIAV,"{'Viavi', 'Viavi Solutions '}"
4809,VICR,"{'Vicor ', 'VI'}"
4810,VIEW,"{'View ', ""Company's Common Name: VIEW""}"
4811,VIEWW,"{'View ', ""Sorry, but I can't generate a response without knowing the name of the company you're referring to. Could you please provide""}"
4812,VIGI,"{'Vanguard', 'Vanguard International Dividend Appreciation '}"
4813,VIGL,"{'Vigil', 'Vigil Neuroscience '}"
4814,VII,"{'7GC &Holdings ', '7GC &Holdings'}"
4815,VIIAU,"{'7GC Holdings', '7GC &Holdings '}"
4816,VIIAW,"{'7GC Holdings', '7GC &Holdings '}"
4817,V,"{'Verx', 'Verx Pharma '}"
4818,VINO,"{'Gaucho Group Holdings ', 'Gaucho Group'}"
4819,VINP,"{'Vi Partners Investments ', 'Vi Partners'}"
4820,VIOT,"{'Viomi', 'Viomi Technology'}"
4821,VIR,"{'Vir Biotechnology ', 'Vir'}"
4822,VIRC,"{'Virco', 'Virco Manufacturing '}"
4823,VIRI,"{'Virios Therapeutics ', 'Virios'}"
4824,VIRT,"{'Virtu Financial', 'Virtu Financial '}"
4825,VIRX,"{'Viracta Therapeutics ', 'Viracta'}"
4826,VISL,"{'Vislink Technologies ', 'Vislink'}"
4827,VITL,"{'Vital Farms', 'Vital Farms '}"
4828,VIVK,"{'Vivakor ', 'Vivakor'}"
4829,VJET,"{'voxeljet AG', 'Voxeljet'}"
4830,VKTX,"{'Viking Therapeutics ', 'Viking'}"
4831,VLCN,"{'Volcon', 'Volcon '}"
4832,VLGEA,"{'Village Super Market ', 'ShopRite'}"
4833,VLY,"{'Valley National Ban', 'Valley Bank'}"
4834,VLYPO,"{'Valley National Ban', 'Valley National Bank'}"
